id,method,cue_a,cue_b,expected,pred,success,coarse_visited,fine_steps,runtime_ms,candidates,grid,seed,n_queries
q01010,topogps_cuepath,c4_014,c1_014,bridge_c1_c4,bridge_c1_c4,1,7,0,1.1477,256,1,42,2000
q01010,topogps_no_cue,c4_014,c1_014,bridge_c1_c4,c4_014,0,317,120,7.8248,256,1,42,2000
q01011,nn,c3_033,c1_033,bridge_c1_c3,c3_033,0,0,0,0.0049,256,1,42,2000
q01011,minsim,c3_033,c1_033,bridge_c1_c3,bridge_c1_c3,1,0,0,0.0074,256,1,42,2000
q01011,graph_ppr,c3_033,c1_033,bridge_c1_c3,c3_016,0,0,0,3.393,256,1,42,2000
q01011,topogps,c3_033,c1_033,bridge_c1_c3,c3_111,0,9,120,7.4248,256,1,42,2000
q01011,topogps_cuepath,c3_033,c1_033,bridge_c1_c3,c3_098,0,9,0,1.0942,256,1,42,2000
q01011,topogps_no_cue,c3_033,c1_033,bridge_c1_c3,c3_033,0,205,120,7.7761,256,1,42,2000
q01012,nn,c0_023,c2_023,bridge_c0_c2,c0_023,0,0,0,0.0052,256,1,42,2000
q01012,minsim,c0_023,c2_023,bridge_c0_c2,bridge_c0_c2,1,0,0,0.0076,256,1,42,2000
q01012,graph_ppr,c0_023,c2_023,bridge_c0_c2,c2_045,0,0,0,3.6819,256,1,42,2000
q01012,topogps,c0_023,c2_023,bridge_c0_c2,c0_076,0,8,120,8.229,256,1,42,2000
q01012,topogps_cuepath,c0_023,c2_023,bridge_c0_c2,bridge_c0_c4,0,8,0,1.1798,256,1,42,2000
q01012,topogps_no_cue,c0_023,c2_023,bridge_c0_c2,c0_023,0,272,120,7.5819,256,1,42,2000
q01013,nn,c4_115,c0_115,bridge_c0_c4,c4_115,0,0,0,0.0052,256,1,42,2000
q01013,minsim,c4_115,c0_115,bridge_c0_c4,bridge_c0_c4,1,0,0,0.0076,256,1,42,2000
q01013,graph_ppr,c4_115,c0_115,bridge_c0_c4,c0_010,0,0,0,3.3914,256,1,42,2000
q01013,topogps,c4_115,c0_115,bridge_c0_c4,bridge_c0_c4,1,6,120,7.643,256,1,42,2000
q01013,topogps_cuepath,c4_115,c0_115,bridge_c0_c4,bridge_c0_c4,1,6,0,0.9792,256,1,42,2000
q01013,topogps_no_cue,c4_115,c0_115,bridge_c0_c4,c4_115,0,463,120,8.5706,256,1,42,2000
q01014,nn,c0_061,c3_061,bridge_c0_c3,c0_061,0,0,0,0.005,256,1,42,2000
q01014,minsim,c0_061,c3_061,bridge_c0_c3,bridge_c0_c3,1,0,0,0.0075,256,1,42,2000
q01014,graph_ppr,c0_061,c3_061,bridge_c0_c3,c0_057,0,0,0,3.4326,256,1,42,2000
q01014,topogps,c0_061,c3_061,bridge_c0_c3,c0_036,0,6,120,7.2703,256,1,42,2000
q01014,topogps_cuepath,c0_061,c3_061,bridge_c0_c3,bridge_c0_c3,1,6,0,0.9699,256,1,42,2000
q01014,topogps_no_cue,c0_061,c3_061,bridge_c0_c3,c0_061,0,182,120,7.2559,256,1,42,2000
q01015,nn,c1_024,c4_024,bridge_c1_c4,c1_024,0,0,0,0.0051,256,1,42,2000
q01015,minsim,c1_024,c4_024,bridge_c1_c4,bridge_c1_c4,1,0,0,0.0075,256,1,42,2000
q01015,graph_ppr,c1_024,c4_024,bridge_c1_c4,c4_026,0,0,0,3.3828,256,1,42,2000
q01015,topogps,c1_024,c4_024,bridge_c1_c4,c1_083,0,6,120,7.3755,256,1,42,2000
q01015,topogps_cuepath,c1_024,c4_024,bridge_c1_c4,bridge_c1_c4,1,6,0,1.1023,256,1,42,2000
q01015,topogps_no_cue,c1_024,c4_024,bridge_c1_c4,c1_024,0,241,120,7.5569,256,1,42,2000
q01016,nn,c0_000,c3_000,bridge_c0_c3,c0_000,0,0,0,0.0051,256,1,42,2000
q01016,minsim,c0_000,c3_000,bridge_c0_c3,bridge_c0_c3,1,0,0,0.0076,256,1,42,2000
q01016,graph_ppr,c0_000,c3_000,bridge_c0_c3,c3_016,0,0,0,3.4386,256,1,42,2000
q01016,topogps,c0_000,c3_000,bridge_c0_c3,c0_036,0,6,120,7.3942,256,1,42,2000
q01016,topogps_cuepath,c0_000,c3_000,bridge_c0_c3,bridge_c0_c3,1,6,0,0.9868,256,1,42,2000
q01016,topogps_no_cue,c0_000,c3_000,bridge_c0_c3,c0_000,0,262,120,7.5503,256,1,42,2000
q01017,nn,c1_010,c0_010,bridge_c0_c1,c1_010,0,0,0,0.005,256,1,42,2000
q01017,minsim,c1_010,c0_010,bridge_c0_c1,bridge_c0_c1,1,0,0,0.0075,256,1,42,2000
q01017,graph_ppr,c1_010,c0_010,bridge_c0_c1,c1_061,0,0,0,3.3764,256,1,42,2000
q01017,topogps,c1_010,c0_010,bridge_c0_c1,bridge_c1_c4,0,9,120,7.7126,256,1,42,2000
q01017,topogps_cuepath,c1_010,c0_010,bridge_c0_c1,c4_004,0,9,0,1.3917,256,1,42,2000
q01017,topogps_no_cue,c1_010,c0_010,bridge_c0_c1,c1_010,0,233,120,7.4172,256,1,42,2000
q01018,nn,c4_048,c2_048,bridge_c2_c4,c4_048,0,0,0,0.0049,256,1,42,2000
q01018,minsim,c4_048,c2_048,bridge_c2_c4,bridge_c2_c4,1,0,0,0.0074,256,1,42,2000
q01018,graph_ppr,c4_048,c2_048,bridge_c2_c4,c4_078,0,0,0,3.4498,256,1,42,2000
q01018,topogps,c4_048,c2_048,bridge_c2_c4,bridge_c2_c4,1,5,120,7.2904,256,1,42,2000
q01018,topogps_cuepath,c4_048,c2_048,bridge_c2_c4,bridge_c2_c4,1,5,0,0.9383,256,1,42,2000
q01018,topogps_no_cue,c4_048,c2_048,bridge_c2_c4,c4_048,0,318,120,8.0212,256,1,42,2000
q01019,nn,c4_054,c3_054,bridge_c3_c4,c4_054,0,0,0,0.0054,256,1,42,2000
q01019,minsim,c4_054,c3_054,bridge_c3_c4,bridge_c3_c4,1,0,0,0.0076,256,1,42,2000
q01019,graph_ppr,c4_054,c3_054,bridge_c3_c4,c3_016,0,0,0,3.3763,256,1,42,2000
q01019,topogps,c4_054,c3_054,bridge_c3_c4,c4_088,0,6,120,7.3033,256,1,42,2000
q01019,topogps_cuepath,c4_054,c3_054,bridge_c3_c4,bridge_c3_c4,1,6,0,1.0228,256,1,42,2000
q01019,topogps_no_cue,c4_054,c3_054,bridge_c3_c4,c4_054,0,586,120,9.0774,256,1,42,2000
q01020,nn,c3_047,c1_047,bridge_c1_c3,c3_047,0,0,0,0.0053,256,1,42,2000
q01020,minsim,c3_047,c1_047,bridge_c1_c3,bridge_c1_c3,1,0,0,0.0077,256,1,42,2000
q01020,graph_ppr,c3_047,c1_047,bridge_c1_c3,c3_016,0,0,0,3.4124,256,1,42,2000
q01020,topogps,c3_047,c1_047,bridge_c1_c3,bridge_c1_c3,1,9,120,7.5539,256,1,42,2000
q01020,topogps_cuepath,c3_047,c1_047,bridge_c1_c3,bridge_c3_c4,0,9,0,1.3952,256,1,42,2000
q01020,topogps_no_cue,c3_047,c1_047,bridge_c1_c3,c3_047,0,218,120,7.6548,256,1,42,2000
q01021,nn,c0_073,c3_073,bridge_c0_c3,c0_073,0,0,0,0.005,256,1,42,2000
q01021,minsim,c0_073,c3_073,bridge_c0_c3,bridge_c0_c3,1,0,0,0.0073,256,1,42,2000
q01021,graph_ppr,c0_073,c3_073,bridge_c0_c3,c3_016,0,0,0,3.4518,256,1,42,2000
q01021,topogps,c0_073,c3_073,bridge_c0_c3,bridge_c0_c3,1,7,120,7.2442,256,1,42,2000
q01021,topogps_cuepath,c0_073,c3_073,bridge_c0_c3,bridge_c0_c3,1,7,0,0.9653,256,1,42,2000
q01021,topogps_no_cue,c0_073,c3_073,bridge_c0_c3,c0_073,0,197,120,7.3741,256,1,42,2000
q01022,nn,c1_060,c3_060,bridge_c1_c3,c1_060,0,0,0,0.0053,256,1,42,2000
q01022,minsim,c1_060,c3_060,bridge_c1_c3,bridge_c1_c3,1,0,0,0.0076,256,1,42,2000
q01022,graph_ppr,c1_060,c3_060,bridge_c1_c3,c1_110,0,0,0,3.3888,256,1,42,2000
q01022,topogps,c1_060,c3_060,bridge_c1_c3,c1_039,0,9,120,7.4772,256,1,42,2000
q01022,topogps_cuepath,c1_060,c3_060,bridge_c1_c3,c1_006,0,9,0,1.1208,256,1,42,2000
q01022,topogps_no_cue,c1_060,c3_060,bridge_c1_c3,c1_060,0,227,120,7.4722,256,1,42,2000
q01023,nn,c3_088,c2_088,bridge_c2_c3,c3_088,0,0,0,0.0054,256,1,42,2000
q01023,minsim,c3_088,c2_088,bridge_c2_c3,bridge_c2_c3,1,0,0,0.0074,256,1,42,2000
q01023,graph_ppr,c3_088,c2_088,bridge_c2_c3,c3_016,0,0,0,3.3869,256,1,42,2000
q01023,topogps,c3_088,c2_088,bridge_c2_c3,bridge_c2_c3,1,8,120,7.4421,256,1,42,2000
q01023,topogps_cuepath,c3_088,c2_088,bridge_c2_c3,bridge_c3_c4,0,8,0,1.0962,256,1,42,2000
q01023,topogps_no_cue,c3_088,c2_088,bridge_c2_c3,c3_088,0,194,120,7.3317,256,1,42,2000
q01024,nn,c0_035,c1_035,bridge_c0_c1,c0_035,0,0,0,0.0049,256,1,42,2000
q01024,minsim,c0_035,c1_035,bridge_c0_c1,bridge_c0_c1,1,0,0,0.0074,256,1,42,2000
q01024,graph_ppr,c0_035,c1_035,bridge_c0_c1,c0_010,0,0,0,3.3761,256,1,42,2000
q01024,topogps,c0_035,c1_035,bridge_c0_c1,c0_029,0,8,120,7.8883,256,1,42,2000
q01024,topogps_cuepath,c0_035,c1_035,bridge_c0_c1,bridge_c0_c4,0,8,0,1.1714,256,1,42,2000
q01024,topogps_no_cue,c0_035,c1_035,bridge_c0_c1,c0_035,0,189,120,7.183,256,1,42,2000
q01025,nn,c1_072,c2_072,bridge_c1_c2,c1_072,0,0,0,0.0049,256,1,42,2000
q01025,minsim,c1_072,c2_072,bridge_c1_c2,bridge_c1_c2,1,0,0,0.0075,256,1,42,2000
q01025,graph_ppr,c1_072,c2_072,bridge_c1_c2,c2_089,0,0,0,3.4773,256,1,42,2000
q01025,topogps,c1_072,c2_072,bridge_c1_c2,bridge_c1_c2,1,5,120,7.2669,256,1,42,2000
q01025,topogps_cuepath,c1_072,c2_072,bridge_c1_c2,bridge_c1_c2,1,5,0,0.9532,256,1,42,2000
q01025,topogps_no_cue,c1_072,c2_072,bridge_c1_c2,c1_072,0,251,120,7.68,256,1,42,2000
q01026,nn,c4_090,c2_090,bridge_c2_c4,c4_090,0,0,0,0.0053,256,1,42,2000
q01026,minsim,c4_090,c2_090,bridge_c2_c4,bridge_c2_c4,1,0,0,0.0076,256,1,42,2000
q01026,graph_ppr,c4_090,c2_090,bridge_c2_c4,c4_078,0,0,0,3.4001,256,1,42,2000
q01026,topogps,c4_090,c2_090,bridge_c2_c4,bridge_c2_c4,1,6,120,7.2956,256,1,42,2000
q01026,topogps_cuepath,c4_090,c2_090,bridge_c2_c4,bridge_c2_c4,1,6,0,0.9696,256,1,42,2000
q01026,topogps_no_cue,c4_090,c2_090,bridge_c2_c4,c4_090,0,261,120,7.7989,256,1,42,2000
q01027,nn,c0_019,c4_019,bridge_c0_c4,c0_019,0,0,0,0.0052,256,1,42,2000
q01027,minsim,c0_019,c4_019,bridge_c0_c4,bridge_c0_c4,1,0,0,0.0076,256,1,42,2000
q01027,graph_ppr,c0_019,c4_019,bridge_c0_c4,c4_078,0,0,0,3.3711,256,1,42,2000
q01027,topogps,c0_019,c4_019,bridge_c0_c4,bridge_c0_c4,1,6,120,7.246,256,1,42,2000
q01027,topogps_cuepath,c0_019,c4_019,bridge_c0_c4,bridge_c0_c4,1,6,0,0.9904,256,1,42,2000
q01027,topogps_no_cue,c0_019,c4_019,bridge_c0_c4,c0_019,0,177,120,7.1887,256,1,42,2000
q01028,nn,c4_021,c2_021,bridge_c2_c4,c4_021,0,0,0,0.005,256,1,42,2000
q01028,minsim,c4_021,c2_021,bridge_c2_c4,bridge_c2_c4,1,0,0,0.0073,256,1,42,2000
q01028,graph_ppr,c4_021,c2_021,bridge_c2_c4,c4_078,0,0,0,3.3659,256,1,42,2000
q01028,topogps,c4_021,c2_021,bridge_c2_c4,bridge_c2_c4,1,5,120,7.3448,256,1,42,2000
q01028,topogps_cuepath,c4_021,c2_021,bridge_c2_c4,bridge_c2_c4,1,5,0,0.9797,256,1,42,2000
q01028,topogps_no_cue,c4_021,c2_021,bridge_c2_c4,c4_021,0,316,120,8.1884,256,1,42,2000
q01029,nn,c1_067,c0_067,bridge_c0_c1,c1_067,0,0,0,0.005,256,1,42,2000
q01029,minsim,c1_067,c0_067,bridge_c0_c1,bridge_c0_c1,1,0,0,0.0075,256,1,42,2000
q01029,graph_ppr,c1_067,c0_067,bridge_c0_c1,c0_116,0,0,0,3.3858,256,1,42,2000
q01029,topogps,c1_067,c0_067,bridge_c0_c1,c1_094,0,8,120,7.4184,256,1,42,2000
q01029,topogps_cuepath,c1_067,c0_067,bridge_c0_c1,c1_006,0,8,0,1.0785,256,1,42,2000
q01029,topogps_no_cue,c1_067,c0_067,bridge_c0_c1,c1_067,0,242,120,7.7416,256,1,42,2000
q01030,nn,c3_073,c0_073,bridge_c0_c3,c3_073,0,0,0,0.0108,256,1,42,2000
q01030,minsim,c3_073,c0_073,bridge_c0_c3,bridge_c0_c3,1,0,0,0.0154,256,1,42,2000
q01030,graph_ppr,c3_073,c0_073,bridge_c0_c3,c3_016,0,0,0,3.4678,256,1,42,2000
q01030,topogps,c3_073,c0_073,bridge_c0_c3,bridge_c0_c3,1,7,120,7.2422,256,1,42,2000
q01030,topogps_cuepath,c3_073,c0_073,bridge_c0_c3,bridge_c0_c3,1,7,0,0.9697,256,1,42,2000
q01030,topogps_no_cue,c3_073,c0_073,bridge_c0_c3,c3_073,0,161,120,7.516,256,1,42,2000
q01031,nn,c0_062,c1_062,bridge_c0_c1,c0_062,0,0,0,0.0086,256,1,42,2000
q01031,minsim,c0_062,c1_062,bridge_c0_c1,bridge_c0_c1,1,0,0,0.0075,256,1,42,2000
q01031,graph_ppr,c0_062,c1_062,bridge_c0_c1,c0_010,0,0,0,3.3943,256,1,42,2000
q01031,topogps,c0_062,c1_062,bridge_c0_c1,c0_081,0,7,120,7.3914,256,1,42,2000
q01031,topogps_cuepath,c0_062,c1_062,bridge_c0_c1,c4_004,0,7,0,1.1488,256,1,42,2000
q01031,topogps_no_cue,c0_062,c1_062,bridge_c0_c1,c0_062,0,277,120,7.6656,256,1,42,2000
q01032,nn,c3_106,c0_106,bridge_c0_c3,c3_106,0,0,0,0.0052,256,1,42,2000
q01032,minsim,c3_106,c0_106,bridge_c0_c3,bridge_c0_c3,1,0,0,0.0076,256,1,42,2000
q01032,graph_ppr,c3_106,c0_106,bridge_c0_c3,c0_010,0,0,0,3.3883,256,1,42,2000
q01032,topogps,c3_106,c0_106,bridge_c0_c3,c3_043,0,6,120,7.2954,256,1,42,2000
q01032,topogps_cuepath,c3_106,c0_106,bridge_c0_c3,bridge_c0_c3,1,6,0,1.0187,256,1,42,2000
q01032,topogps_no_cue,c3_106,c0_106,bridge_c0_c3,c3_106,0,198,120,7.3762,256,1,42,2000
q01033,nn,c4_039,c1_039,bridge_c1_c4,c4_039,0,0,0,0.0049,256,1,42,2000
q01033,minsim,c4_039,c1_039,bridge_c1_c4,bridge_c1_c4,1,0,0,0.0075,256,1,42,2000
q01033,graph_ppr,c4_039,c1_039,bridge_c1_c4,c4_078,0,0,0,3.3747,256,1,42,2000
q01033,topogps,c4_039,c1_039,bridge_c1_c4,c4_102,0,6,120,8.2478,256,1,42,2000
q01033,topogps_cuepath,c4_039,c1_039,bridge_c1_c4,bridge_c1_c4,1,6,0,1.0382,256,1,42,2000
q01033,topogps_no_cue,c4_039,c1_039,bridge_c1_c4,c4_039,0,432,120,9.9781,256,1,42,2000
q01034,nn,c3_061,c1_061,bridge_c1_c3,c3_061,0,0,0,0.0053,256,1,42,2000
q01034,minsim,c3_061,c1_061,bridge_c1_c3,bridge_c1_c3,1,0,0,0.0078,256,1,42,2000
q01034,graph_ppr,c3_061,c1_061,bridge_c1_c3,c3_042,0,0,0,3.4045,256,1,42,2000
q01034,topogps,c3_061,c1_061,bridge_c1_c3,c3_060,0,9,120,7.6454,256,1,42,2000
q01034,topogps_cuepath,c3_061,c1_061,bridge_c1_c3,c3_104,0,9,0,1.3159,256,1,42,2000
q01034,topogps_no_cue,c3_061,c1_061,bridge_c1_c3,c3_061,0,186,120,7.3742,256,1,42,2000
q01035,nn,c4_048,c1_048,bridge_c1_c4,c4_048,0,0,0,0.0052,256,1,42,2000
q01035,minsim,c4_048,c1_048,bridge_c1_c4,bridge_c1_c4,1,0,0,0.0077,256,1,42,2000
q01035,graph_ppr,c4_048,c1_048,bridge_c1_c4,c4_078,0,0,0,3.4143,256,1,42,2000
q01035,topogps,c4_048,c1_048,bridge_c1_c4,bridge_c1_c4,1,6,120,7.3472,256,1,42,2000
q01035,topogps_cuepath,c4_048,c1_048,bridge_c1_c4,bridge_c1_c4,1,6,0,0.9815,256,1,42,2000
q01035,topogps_no_cue,c4_048,c1_048,bridge_c1_c4,c4_048,0,350,120,8.1054,256,1,42,2000
q01036,nn,c2_079,c0_079,bridge_c0_c2,c2_079,0,0,0,0.0048,256,1,42,2000
q01036,minsim,c2_079,c0_079,bridge_c0_c2,bridge_c0_c2,1,0,0,0.0074,256,1,42,2000
q01036,graph_ppr,c2_079,c0_079,bridge_c0_c2,c2_089,0,0,0,3.461,256,1,42,2000
q01036,topogps,c2_079,c0_079,bridge_c0_c2,c2_039,0,9,120,7.6081,256,1,42,2000
q01036,topogps_cuepath,c2_079,c0_079,bridge_c0_c2,c2_030,0,9,0,1.1708,256,1,42,2000
q01036,topogps_no_cue,c2_079,c0_079,bridge_c0_c2,c2_079,0,370,120,8.0403,256,1,42,2000
q01037,nn,c4_049,c2_049,bridge_c2_c4,c4_049,0,0,0,0.0049,256,1,42,2000
q01037,minsim,c4_049,c2_049,bridge_c2_c4,bridge_c2_c4,1,0,0,0.0073,256,1,42,2000
q01037,graph_ppr,c4_049,c2_049,bridge_c2_c4,c4_026,0,0,0,3.7256,256,1,42,2000
q01037,topogps,c4_049,c2_049,bridge_c2_c4,bridge_c2_c4,1,6,120,7.351,256,1,42,2000
q01037,topogps_cuepath,c4_049,c2_049,bridge_c2_c4,bridge_c2_c4,1,6,0,0.9934,256,1,42,2000
q01037,topogps_no_cue,c4_049,c2_049,bridge_c2_c4,c4_049,0,333,120,8.1162,256,1,42,2000
q01038,nn,c1_050,c2_050,bridge_c1_c2,c1_050,0,0,0,0.0052,256,1,42,2000
q01038,minsim,c1_050,c2_050,bridge_c1_c2,bridge_c1_c2,1,0,0,0.0076,256,1,42,2000
q01038,graph_ppr,c1_050,c2_050,bridge_c1_c2,c2_089,0,0,0,3.3868,256,1,42,2000
q01038,topogps,c1_050,c2_050,bridge_c1_c2,bridge_c1_c2,1,6,120,7.3727,256,1,42,2000
q01038,topogps_cuepath,c1_050,c2_050,bridge_c1_c2,bridge_c1_c2,1,6,0,0.9768,256,1,42,2000
q01038,topogps_no_cue,c1_050,c2_050,bridge_c1_c2,c1_050,0,288,120,7.653,256,1,42,2000
q01039,nn,c4_029,c1_029,bridge_c1_c4,c4_029,0,0,0,0.0049,256,1,42,2000
q01039,minsim,c4_029,c1_029,bridge_c1_c4,bridge_c1_c4,1,0,0,0.0074,256,1,42,2000
q01039,graph_ppr,c4_029,c1_029,bridge_c1_c4,c4_026,0,0,0,3.4126,256,1,42,2000
q01039,topogps,c4_029,c1_029,bridge_c1_c4,bridge_c1_c4,1,6,120,7.3387,256,1,42,2000
q01039,topogps_cuepath,c4_029,c1_029,bridge_c1_c4,bridge_c1_c4,1,6,0,0.9979,256,1,42,2000
q01039,topogps_no_cue,c4_029,c1_029,bridge_c1_c4,c4_029,0,391,120,8.2842,256,1,42,2000
q01040,nn,c3_101,c4_101,bridge_c3_c4,c3_101,0,0,0,0.0048,256,1,42,2000
q01040,minsim,c3_101,c4_101,bridge_c3_c4,bridge_c3_c4,1,0,0,0.0074,256,1,42,2000
q01040,graph_ppr,c3_101,c4_101,bridge_c3_c4,c4_078,0,0,0,3.4716,256,1,42,2000
q01040,topogps,c3_101,c4_101,bridge_c3_c4,c3_098,0,6,120,7.227,256,1,42,2000
q01040,topogps_cuepath,c3_101,c4_101,bridge_c3_c4,bridge_c3_c4,1,6,0,0.9806,256,1,42,2000
q01040,topogps_no_cue,c3_101,c4_101,bridge_c3_c4,c3_101,0,190,120,7.4386,256,1,42,2000
q01041,nn,c2_010,c4_010,bridge_c2_c4,c2_010,0,0,0,0.0053,256,1,42,2000
q01041,minsim,c2_010,c4_010,bridge_c2_c4,bridge_c2_c4,1,0,0,0.0076,256,1,42,2000
q01041,graph_ppr,c2_010,c4_010,bridge_c2_c4,c4_078,0,0,0,3.4,256,1,42,2000
q01041,topogps,c2_010,c4_010,bridge_c2_c4,bridge_c2_c4,1,5,120,7.2954,256,1,42,2000
q01041,topogps_cuepath,c2_010,c4_010,bridge_c2_c4,bridge_c2_c4,1,5,0,0.9704,256,1,42,2000
q01041,topogps_no_cue,c2_010,c4_010,bridge_c2_c4,c2_010,0,279,120,7.7677,256,1,42,2000
q01042,nn,c3_100,c0_100,bridge_c0_c3,c3_100,0,0,0,0.0052,256,1,42,2000
q01042,minsim,c3_100,c0_100,bridge_c0_c3,bridge_c0_c3,1,0,0,0.0076,256,1,42,2000
q01042,graph_ppr,c3_100,c0_100,bridge_c0_c3,c0_010,0,0,0,3.3684,256,1,42,2000
q01042,topogps,c3_100,c0_100,bridge_c0_c3,c3_081,0,5,120,7.1557,256,1,42,2000
q01042,topogps_cuepath,c3_100,c0_100,bridge_c0_c3,bridge_c0_c3,1,5,0,0.9313,256,1,42,2000
q01042,topogps_no_cue,c3_100,c0_100,bridge_c0_c3,c3_100,0,321,120,7.9029,256,1,42,2000
q01043,nn,c1_054,c3_054,bridge_c1_c3,c1_054,0,0,0,0.0048,256,1,42,2000
q01043,minsim,c1_054,c3_054,bridge_c1_c3,bridge_c1_c3,1,0,0,0.0074,256,1,42,2000
q01043,graph_ppr,c1_054,c3_054,bridge_c1_c3,c3_016,0,0,0,3.3974,256,1,42,2000
q01043,topogps,c1_054,c3_054,bridge_c1_c3,c1_039,0,9,120,7.7498,256,1,42,2000
q01043,topogps_cuepath,c1_054,c3_054,bridge_c1_c3,c1_006,0,9,0,1.3591,256,1,42,2000
q01043,topogps_no_cue,c1_054,c3_054,bridge_c1_c3,c1_054,0,217,120,7.3771,256,1,42,2000
q01044,nn,c1_065,c0_065,bridge_c0_c1,c1_065,0,0,0,0.005,256,1,42,2000
q01044,minsim,c1_065,c0_065,bridge_c0_c1,bridge_c0_c1,1,0,0,0.0073,256,1,42,2000
q01044,graph_ppr,c1_065,c0_065,bridge_c0_c1,c1_110,0,0,0,3.4686,256,1,42,2000
q01044,topogps,c1_065,c0_065,bridge_c0_c1,c1_096,0,9,120,7.6766,256,1,42,2000
q01044,topogps_cuepath,c1_065,c0_065,bridge_c0_c1,c1_073,0,9,0,1.3563,256,1,42,2000
q01044,topogps_no_cue,c1_065,c0_065,bridge_c0_c1,c1_065,0,240,120,7.5299,256,1,42,2000
q01045,nn,c0_031,c2_031,bridge_c0_c2,c0_031,0,0,0,0.005,256,1,42,2000
q01045,minsim,c0_031,c2_031,bridge_c0_c2,bridge_c0_c2,1,0,0,0.0074,256,1,42,2000
q01045,graph_ppr,c0_031,c2_031,bridge_c0_c2,c0_010,0,0,0,3.3847,256,1,42,2000
q01045,topogps,c0_031,c2_031,bridge_c0_c2,c0_043,0,10,120,7.6362,256,1,42,2000
q01045,topogps_cuepath,c0_031,c2_031,bridge_c0_c2,c0_043,0,10,0,1.2749,256,1,42,2000
q01045,topogps_no_cue,c0_031,c2_031,bridge_c0_c2,c0_031,0,292,120,7.7759,256,1,42,2000
q01046,nn,c4_048,c2_048,bridge_c2_c4,c4_048,0,0,0,0.0052,256,1,42,2000
q01046,minsim,c4_048,c2_048,bridge_c2_c4,bridge_c2_c4,1,0,0,0.0077,256,1,42,2000
q01046,graph_ppr,c4_048,c2_048,bridge_c2_c4,c4_078,0,0,0,3.4147,256,1,42,2000
q01046,topogps,c4_048,c2_048,bridge_c2_c4,bridge_c2_c4,1,5,120,7.4047,256,1,42,2000
q01046,topogps_cuepath,c4_048,c2_048,bridge_c2_c4,bridge_c2_c4,1,5,0,0.9469,256,1,42,2000
q01046,topogps_no_cue,c4_048,c2_048,bridge_c2_c4,c4_048,0,305,120,7.8793,256,1,42,2000
q01047,nn,c0_030,c3_030,bridge_c0_c3,c0_030,0,0,0,0.0049,256,1,42,2000
q01047,minsim,c0_030,c3_030,bridge_c0_c3,bridge_c0_c3,1,0,0,0.0075,256,1,42,2000
q01047,graph_ppr,c0_030,c3_030,bridge_c0_c3,c3_016,0,0,0,3.3808,256,1,42,2000
q01047,topogps,c0_030,c3_030,bridge_c0_c3,c0_074,0,6,120,7.3024,256,1,42,2000
q01047,topogps_cuepath,c0_030,c3_030,bridge_c0_c3,bridge_c0_c3,1,6,0,0.9757,256,1,42,2000
q01047,topogps_no_cue,c0_030,c3_030,bridge_c0_c3,c0_030,0,216,120,7.3333,256,1,42,2000
q01048,nn,c0_012,c1_012,bridge_c0_c1,c0_012,0,0,0,0.0049,256,1,42,2000
q01048,minsim,c0_012,c1_012,bridge_c0_c1,bridge_c0_c1,1,0,0,0.0073,256,1,42,2000
q01048,graph_ppr,c0_012,c1_012,bridge_c0_c1,c0_010,0,0,0,3.4919,256,1,42,2000
q01048,topogps,c0_012,c1_012,bridge_c0_c1,c0_029,0,8,120,7.4663,256,1,42,2000
q01048,topogps_cuepath,c0_012,c1_012,bridge_c0_c1,bridge_c0_c4,0,8,0,1.1109,256,1,42,2000
q01048,topogps_no_cue,c0_012,c1_012,bridge_c0_c1,c0_012,0,267,120,7.6051,256,1,42,2000
q01049,nn,c2_004,c1_004,bridge_c1_c2,c2_004,0,0,0,0.005,256,1,42,2000
q01049,minsim,c2_004,c1_004,bridge_c1_c2,bridge_c1_c2,1,0,0,0.0075,256,1,42,2000
q01049,graph_ppr,c2_004,c1_004,bridge_c1_c2,c2_089,0,0,0,3.3732,256,1,42,2000
q01049,topogps,c2_004,c1_004,bridge_c1_c2,bridge_c1_c2,1,7,120,7.2188,256,1,42,2000
q01049,topogps_cuepath,c2_004,c1_004,bridge_c1_c2,bridge_c1_c2,1,7,0,0.9587,256,1,42,2000
q01049,topogps_no_cue,c2_004,c1_004,bridge_c1_c2,c2_004,0,179,120,7.258,256,1,42,2000
q01050,nn,c2_045,c0_045,bridge_c0_c2,c2_045,0,0,0,0.0053,256,1,42,2000
q01050,minsim,c2_045,c0_045,bridge_c0_c2,bridge_c0_c2,1,0,0,0.0076,256,1,42,2000
q01050,graph_ppr,c2_045,c0_045,bridge_c0_c2,c0_043,0,0,0,3.3865,256,1,42,2000
q01050,topogps,c2_045,c0_045,bridge_c0_c2,c2_039,0,7,120,7.4756,256,1,42,2000
q01050,topogps_cuepath,c2_045,c0_045,bridge_c0_c2,bridge_c2_c4,0,7,0,1.1218,256,1,42,2000
q01050,topogps_no_cue,c2_045,c0_045,bridge_c0_c2,c2_045,0,433,120,8.2609,256,1,42,2000
q01051,nn,c1_057,c2_057,bridge_c1_c2,c1_057,0,0,0,0.0051,256,1,42,2000
q01051,minsim,c1_057,c2_057,bridge_c1_c2,bridge_c1_c2,1,0,0,0.0073,256,1,42,2000
q01051,graph_ppr,c1_057,c2_057,bridge_c1_c2,c2_089,0,0,0,3.3758,256,1,42,2000
