id,method,cue_a,cue_b,expected,pred,success,coarse_visited,fine_steps,runtime_ms,candidates,grid,seed,n_queries
q00111,topogps,c3_072,c0_072,bridge_c0_c3,bridge_c0_c3,1,5,120,8.3111,256,1,42,2000
q00111,topogps_cuepath,c3_072,c0_072,bridge_c0_c3,bridge_c0_c3,1,5,0,1.2266,256,1,42,2000
q00111,topogps_no_cue,c3_072,c0_072,bridge_c0_c3,c3_072,0,365,120,9.5725,256,1,42,2000
q00112,nn,c1_010,c2_010,bridge_c1_c2,c1_010,0,0,0,0.0051,256,1,42,2000
q00112,minsim,c1_010,c2_010,bridge_c1_c2,bridge_c1_c2,1,0,0,0.009,256,1,42,2000
q00112,graph_ppr,c1_010,c2_010,bridge_c1_c2,c1_061,0,0,0,4.0698,256,1,42,2000
q00112,topogps,c1_010,c2_010,bridge_c1_c2,bridge_c1_c2,1,6,120,9.0409,256,1,42,2000
q00112,topogps_cuepath,c1_010,c2_010,bridge_c1_c2,bridge_c1_c2,1,6,0,1.2071,256,1,42,2000
q00112,topogps_no_cue,c1_010,c2_010,bridge_c1_c2,c1_010,0,245,120,9.5657,256,1,42,2000
q00113,nn,c2_084,c4_084,bridge_c2_c4,c2_084,0,0,0,0.0074,256,1,42,2000
q00113,minsim,c2_084,c4_084,bridge_c2_c4,bridge_c2_c4,1,0,0,0.0095,256,1,42,2000
q00113,graph_ppr,c2_084,c4_084,bridge_c2_c4,c2_089,0,0,0,4.1842,256,1,42,2000
q00113,topogps,c2_084,c4_084,bridge_c2_c4,bridge_c2_c4,1,5,120,8.888,256,1,42,2000
q00113,topogps_cuepath,c2_084,c4_084,bridge_c2_c4,bridge_c2_c4,1,5,0,1.1788,256,1,42,2000
q00113,topogps_no_cue,c2_084,c4_084,bridge_c2_c4,c2_084,0,389,120,9.9844,256,1,42,2000
q00114,nn,c1_019,c2_019,bridge_c1_c2,c1_019,0,0,0,0.0061,256,1,42,2000
q00114,minsim,c1_019,c2_019,bridge_c1_c2,bridge_c1_c2,1,0,0,0.0104,256,1,42,2000
q00114,graph_ppr,c1_019,c2_019,bridge_c1_c2,c1_062,0,0,0,4.497,256,1,42,2000
q00114,topogps,c1_019,c2_019,bridge_c1_c2,bridge_c1_c2,1,6,120,8.8577,256,1,42,2000
q00114,topogps_cuepath,c1_019,c2_019,bridge_c1_c2,bridge_c1_c2,1,6,0,1.2117,256,1,42,2000
q00114,topogps_no_cue,c1_019,c2_019,bridge_c1_c2,c1_019,0,253,120,9.2381,256,1,42,2000
q00115,nn,c4_076,c3_076,bridge_c3_c4,c4_076,0,0,0,0.0063,256,1,42,2000
q00115,minsim,c4_076,c3_076,bridge_c3_c4,bridge_c3_c4,1,0,0,0.0085,256,1,42,2000
q00115,graph_ppr,c4_076,c3_076,bridge_c3_c4,c4_078,0,0,0,4.0456,256,1,42,2000
q00115,topogps,c4_076,c3_076,bridge_c3_c4,c4_002,0,6,120,8.9117,256,1,42,2000
q00115,topogps_cuepath,c4_076,c3_076,bridge_c3_c4,bridge_c3_c4,1,6,0,1.2259,256,1,42,2000
q00115,topogps_no_cue,c4_076,c3_076,bridge_c3_c4,c4_076,0,226,120,9.1669,256,1,42,2000
q00116,nn,c3_023,c0_023,bridge_c0_c3,c3_023,0,0,0,0.0057,256,1,42,2000
q00116,minsim,c3_023,c0_023,bridge_c0_c3,bridge_c0_c3,1,0,0,0.0083,256,1,42,2000
q00116,graph_ppr,c3_023,c0_023,bridge_c0_c3,c3_016,0,0,0,4.0036,256,1,42,2000
q00116,topogps,c3_023,c0_023,bridge_c0_c3,c3_016,0,7,120,8.7851,256,1,42,2000
q00116,topogps_cuepath,c3_023,c0_023,bridge_c0_c3,bridge_c0_c3,1,7,0,1.2459,256,1,42,2000
q00116,topogps_no_cue,c3_023,c0_023,bridge_c0_c3,c3_023,0,196,120,8.8069,256,1,42,2000
q00117,nn,c1_046,c0_046,bridge_c0_c1,c1_046,0,0,0,0.0061,256,1,42,2000
q00117,minsim,c1_046,c0_046,bridge_c0_c1,bridge_c0_c1,1,0,0,0.0091,256,1,42,2000
q00117,graph_ppr,c1_046,c0_046,bridge_c0_c1,c0_010,0,0,0,3.9607,256,1,42,2000
q00117,topogps,c1_046,c0_046,bridge_c0_c1,c1_096,0,9,120,9.1178,256,1,42,2000
q00117,topogps_cuepath,c1_046,c0_046,bridge_c0_c1,c1_062,0,9,0,1.4163,256,1,42,2000
q00117,topogps_no_cue,c1_046,c0_046,bridge_c0_c1,c1_046,0,236,120,7.5113,256,1,42,2000
q00118,nn,c1_086,c4_086,bridge_c1_c4,c1_086,0,0,0,0.005,256,1,42,2000
q00118,minsim,c1_086,c4_086,bridge_c1_c4,bridge_c1_c4,1,0,0,0.0074,256,1,42,2000
q00118,graph_ppr,c1_086,c4_086,bridge_c1_c4,c4_078,0,0,0,3.3542,256,1,42,2000
q00118,topogps,c1_086,c4_086,bridge_c1_c4,bridge_c1_c4,1,7,120,7.263,256,1,42,2000
q00118,topogps_cuepath,c1_086,c4_086,bridge_c1_c4,bridge_c1_c4,1,7,0,0.9897,256,1,42,2000
q00118,topogps_no_cue,c1_086,c4_086,bridge_c1_c4,c1_086,0,250,120,7.5134,256,1,42,2000
q00119,nn,c2_054,c1_054,bridge_c1_c2,c2_054,0,0,0,0.0049,256,1,42,2000
q00119,minsim,c2_054,c1_054,bridge_c1_c2,bridge_c1_c2,1,0,0,0.0073,256,1,42,2000
q00119,graph_ppr,c2_054,c1_054,bridge_c1_c2,c1_110,0,0,0,3.3749,256,1,42,2000
q00119,topogps,c2_054,c1_054,bridge_c1_c2,c2_094,0,5,120,7.1724,256,1,42,2000
q00119,topogps_cuepath,c2_054,c1_054,bridge_c1_c2,bridge_c1_c2,1,5,0,0.897,256,1,42,2000
q00119,topogps_no_cue,c2_054,c1_054,bridge_c1_c2,c2_054,0,393,120,8.6908,256,1,42,2000
q00120,nn,c3_051,c4_051,bridge_c3_c4,c3_051,0,0,0,0.0052,256,1,42,2000
q00120,minsim,c3_051,c4_051,bridge_c3_c4,bridge_c3_c4,1,0,0,0.0077,256,1,42,2000
q00120,graph_ppr,c3_051,c4_051,bridge_c3_c4,c3_027,0,0,0,3.4005,256,1,42,2000
q00120,topogps,c3_051,c4_051,bridge_c3_c4,c3_003,0,5,120,7.2392,256,1,42,2000
q00120,topogps_cuepath,c3_051,c4_051,bridge_c3_c4,bridge_c3_c4,1,5,0,0.9817,256,1,42,2000
q00120,topogps_no_cue,c3_051,c4_051,bridge_c3_c4,c3_051,0,305,120,7.8133,256,1,42,2000
q00121,nn,c4_102,c2_102,bridge_c2_c4,c4_102,0,0,0,0.0049,256,1,42,2000
q00121,minsim,c4_102,c2_102,bridge_c2_c4,bridge_c2_c4,1,0,0,0.0072,256,1,42,2000
q00121,graph_ppr,c4_102,c2_102,bridge_c2_c4,c4_078,0,0,0,3.3696,256,1,42,2000
q00121,topogps,c4_102,c2_102,bridge_c2_c4,bridge_c2_c4,1,5,120,7.3261,256,1,42,2000
q00121,topogps_cuepath,c4_102,c2_102,bridge_c2_c4,bridge_c2_c4,1,5,0,1.0351,256,1,42,2000
q00121,topogps_no_cue,c4_102,c2_102,bridge_c2_c4,c4_102,0,328,120,7.9525,256,1,42,2000
q00122,nn,c1_058,c4_058,bridge_c1_c4,c1_058,0,0,0,0.0049,256,1,42,2000
q00122,minsim,c1_058,c4_058,bridge_c1_c4,bridge_c1_c4,1,0,0,0.0073,256,1,42,2000
q00122,graph_ppr,c1_058,c4_058,bridge_c1_c4,c4_026,0,0,0,3.3519,256,1,42,2000
q00122,topogps,c1_058,c4_058,bridge_c1_c4,c1_039,0,6,120,7.3078,256,1,42,2000
q00122,topogps_cuepath,c1_058,c4_058,bridge_c1_c4,bridge_c1_c4,1,6,0,1.0034,256,1,42,2000
q00122,topogps_no_cue,c1_058,c4_058,bridge_c1_c4,c1_058,0,239,120,7.4236,256,1,42,2000
q00123,nn,c3_088,c1_088,bridge_c1_c3,c3_088,0,0,0,0.0049,256,1,42,2000
q00123,minsim,c3_088,c1_088,bridge_c1_c3,bridge_c1_c3,1,0,0,0.0074,256,1,42,2000
q00123,graph_ppr,c3_088,c1_088,bridge_c1_c3,c1_062,0,0,0,3.4284,256,1,42,2000
q00123,topogps,c3_088,c1_088,bridge_c1_c3,bridge_c1_c3,1,9,120,7.522,256,1,42,2000
q00123,topogps_cuepath,c3_088,c1_088,bridge_c1_c3,bridge_c3_c4,0,9,0,1.2347,256,1,42,2000
q00123,topogps_no_cue,c3_088,c1_088,bridge_c1_c3,c3_088,0,198,120,7.9545,256,1,42,2000
q00124,nn,c2_039,c3_039,bridge_c2_c3,c2_039,0,0,0,0.0053,256,1,42,2000
q00124,minsim,c2_039,c3_039,bridge_c2_c3,bridge_c2_c3,1,0,0,0.0076,256,1,42,2000
q00124,graph_ppr,c2_039,c3_039,bridge_c2_c3,c3_016,0,0,0,3.369,256,1,42,2000
q00124,topogps,c2_039,c3_039,bridge_c2_c3,c2_103,0,8,120,7.4428,256,1,42,2000
q00124,topogps_cuepath,c2_039,c3_039,bridge_c2_c3,c2_094,0,8,0,1.1065,256,1,42,2000
q00124,topogps_no_cue,c2_039,c3_039,bridge_c2_c3,c2_039,0,375,120,9.0179,256,1,42,2000
q00125,nn,c4_106,c2_106,bridge_c2_c4,c4_106,0,0,0,0.0054,256,1,42,2000
q00125,minsim,c4_106,c2_106,bridge_c2_c4,bridge_c2_c4,1,0,0,0.0085,256,1,42,2000
q00125,graph_ppr,c4_106,c2_106,bridge_c2_c4,c2_089,0,0,0,3.8805,256,1,42,2000
q00125,topogps,c4_106,c2_106,bridge_c2_c4,c4_026,0,5,120,9.5429,256,1,42,2000
q00125,topogps_cuepath,c4_106,c2_106,bridge_c2_c4,bridge_c2_c4,1,5,0,1.4126,256,1,42,2000
q00125,topogps_no_cue,c4_106,c2_106,bridge_c2_c4,c4_106,0,474,120,11.8444,256,1,42,2000
q00126,nn,c2_015,c1_015,bridge_c1_c2,c2_015,0,0,0,0.0089,256,1,42,2000
q00126,minsim,c2_015,c1_015,bridge_c1_c2,bridge_c1_c2,1,0,0,0.0097,256,1,42,2000
q00126,graph_ppr,c2_015,c1_015,bridge_c1_c2,c2_089,0,0,0,4.2533,256,1,42,2000
q00126,topogps,c2_015,c1_015,bridge_c1_c2,c2_094,0,6,120,8.9412,256,1,42,2000
q00126,topogps_cuepath,c2_015,c1_015,bridge_c1_c2,bridge_c1_c2,1,6,0,1.3126,256,1,42,2000
q00126,topogps_no_cue,c2_015,c1_015,bridge_c1_c2,c2_015,0,282,120,9.6596,256,1,42,2000
q00127,nn,c0_035,c2_035,bridge_c0_c2,c0_035,0,0,0,0.0065,256,1,42,2000
q00127,minsim,c0_035,c2_035,bridge_c0_c2,bridge_c0_c2,1,0,0,0.0097,256,1,42,2000
q00127,graph_ppr,c0_035,c2_035,bridge_c0_c2,c0_010,0,0,0,4.5069,256,1,42,2000
q00127,topogps,c0_035,c2_035,bridge_c0_c2,c0_043,0,9,120,9.3746,256,1,42,2000
q00127,topogps_cuepath,c0_035,c2_035,bridge_c0_c2,c0_043,0,9,0,1.4921,256,1,42,2000
q00127,topogps_no_cue,c0_035,c2_035,bridge_c0_c2,c0_035,0,188,120,8.9582,256,1,42,2000
q00128,nn,c3_096,c0_096,bridge_c0_c3,c3_096,0,0,0,0.0054,256,1,42,2000
q00128,minsim,c3_096,c0_096,bridge_c0_c3,bridge_c0_c3,1,0,0,0.0103,256,1,42,2000
q00128,graph_ppr,c3_096,c0_096,bridge_c0_c3,c0_010,0,0,0,4.0991,256,1,42,2000
q00128,topogps,c3_096,c0_096,bridge_c0_c3,c3_016,0,6,120,8.7404,256,1,42,2000
q00128,topogps_cuepath,c3_096,c0_096,bridge_c0_c3,bridge_c0_c3,1,6,0,1.1599,256,1,42,2000
q00128,topogps_no_cue,c3_096,c0_096,bridge_c0_c3,c3_096,0,188,120,8.8093,256,1,42,2000
q00129,nn,c4_111,c3_111,bridge_c3_c4,c4_111,0,0,0,0.0051,256,1,42,2000
q00129,minsim,c4_111,c3_111,bridge_c3_c4,bridge_c3_c4,1,0,0,0.0091,256,1,42,2000
q00129,graph_ppr,c4_111,c3_111,bridge_c3_c4,c4_078,0,0,0,3.9968,256,1,42,2000
q00129,topogps,c4_111,c3_111,bridge_c3_c4,c4_002,0,5,120,8.6901,256,1,42,2000
q00129,topogps_cuepath,c4_111,c3_111,bridge_c3_c4,bridge_c3_c4,1,5,0,1.1774,256,1,42,2000
q00129,topogps_no_cue,c4_111,c3_111,bridge_c3_c4,c4_111,0,398,120,9.9149,256,1,42,2000
q00130,nn,c4_012,c3_012,bridge_c3_c4,c4_012,0,0,0,0.0061,256,1,42,2000
q00130,minsim,c4_012,c3_012,bridge_c3_c4,bridge_c3_c4,1,0,0,0.0074,256,1,42,2000
q00130,graph_ppr,c4_012,c3_012,bridge_c3_c4,c4_078,0,0,0,4.0138,256,1,42,2000
q00130,topogps,c4_012,c3_012,bridge_c3_c4,bridge_c3_c4,1,6,120,8.7036,256,1,42,2000
q00130,topogps_cuepath,c4_012,c3_012,bridge_c3_c4,bridge_c3_c4,1,6,0,1.1981,256,1,42,2000
q00130,topogps_no_cue,c4_012,c3_012,bridge_c3_c4,c4_012,0,380,120,9.728,256,1,42,2000
q00131,nn,c2_060,c0_060,bridge_c0_c2,c2_060,0,0,0,0.0058,256,1,42,2000
q00131,minsim,c2_060,c0_060,bridge_c0_c2,bridge_c0_c2,1,0,0,0.0075,256,1,42,2000
q00131,graph_ppr,c2_060,c0_060,bridge_c0_c2,c0_010,0,0,0,3.5157,256,1,42,2000
q00131,topogps,c2_060,c0_060,bridge_c0_c2,c2_059,0,10,120,7.5775,256,1,42,2000
q00131,topogps_cuepath,c2_060,c0_060,bridge_c0_c2,bridge_c2_c4,0,10,0,1.2653,256,1,42,2000
q00131,topogps_no_cue,c2_060,c0_060,bridge_c0_c2,c2_060,0,304,120,7.7669,256,1,42,2000
q00132,nn,c0_092,c4_092,bridge_c0_c4,c0_092,0,0,0,0.0081,256,1,42,2000
q00132,minsim,c0_092,c4_092,bridge_c0_c4,bridge_c0_c4,1,0,0,0.0075,256,1,42,2000
q00132,graph_ppr,c0_092,c4_092,bridge_c0_c4,c4_078,0,0,0,3.3713,256,1,42,2000
q00132,topogps,c0_092,c4_092,bridge_c0_c4,bridge_c0_c4,1,5,120,7.2259,256,1,42,2000
q00132,topogps_cuepath,c0_092,c4_092,bridge_c0_c4,bridge_c0_c4,1,5,0,0.9619,256,1,42,2000
q00132,topogps_no_cue,c0_092,c4_092,bridge_c0_c4,c0_092,0,282,120,7.7581,256,1,42,2000
q00133,nn,c3_016,c0_016,bridge_c0_c3,c3_016,0,0,0,0.0054,256,1,42,2000
q00133,minsim,c3_016,c0_016,bridge_c0_c3,bridge_c0_c3,1,0,0,0.0076,256,1,42,2000
q00133,graph_ppr,c3_016,c0_016,bridge_c0_c3,c0_010,0,0,0,3.3702,256,1,42,2000
q00133,topogps,c3_016,c0_016,bridge_c0_c3,bridge_c0_c3,1,6,120,7.2897,256,1,42,2000
q00133,topogps_cuepath,c3_016,c0_016,bridge_c0_c3,bridge_c0_c3,1,6,0,0.9957,256,1,42,2000
q00133,topogps_no_cue,c3_016,c0_016,bridge_c0_c3,c3_016,0,221,120,7.4587,256,1,42,2000
q00134,nn,c1_026,c3_026,bridge_c1_c3,c1_026,0,0,0,0.0049,256,1,42,2000
q00134,minsim,c1_026,c3_026,bridge_c1_c3,bridge_c1_c3,1,0,0,0.0073,256,1,42,2000
q00134,graph_ppr,c1_026,c3_026,bridge_c1_c3,c1_110,0,0,0,3.3639,256,1,42,2000
q00134,topogps,c1_026,c3_026,bridge_c1_c3,c1_077,0,9,120,7.5244,256,1,42,2000
q00134,topogps_cuepath,c1_026,c3_026,bridge_c1_c3,c1_004,0,9,0,1.1783,256,1,42,2000
q00134,topogps_no_cue,c1_026,c3_026,bridge_c1_c3,c1_026,0,187,120,7.1786,256,1,42,2000
q00135,nn,c4_038,c3_038,bridge_c3_c4,c4_038,0,0,0,0.0048,256,1,42,2000
q00135,minsim,c4_038,c3_038,bridge_c3_c4,bridge_c3_c4,1,0,0,0.0072,256,1,42,2000
q00135,graph_ppr,c4_038,c3_038,bridge_c3_c4,c3_042,0,0,0,3.4018,256,1,42,2000
q00135,topogps,c4_038,c3_038,bridge_c3_c4,c4_047,0,6,120,7.2426,256,1,42,2000
q00135,topogps_cuepath,c4_038,c3_038,bridge_c3_c4,bridge_c3_c4,1,6,0,0.9717,256,1,42,2000
q00135,topogps_no_cue,c4_038,c3_038,bridge_c3_c4,c4_038,0,376,120,8.2879,256,1,42,2000
q00136,nn,c1_034,c2_034,bridge_c1_c2,c1_034,0,0,0,0.005,256,1,42,2000
q00136,minsim,c1_034,c2_034,bridge_c1_c2,bridge_c1_c2,1,0,0,0.0074,256,1,42,2000
q00136,graph_ppr,c1_034,c2_034,bridge_c1_c2,c2_089,0,0,0,3.3722,256,1,42,2000
q00136,topogps,c1_034,c2_034,bridge_c1_c2,c1_083,0,7,120,7.2965,256,1,42,2000
q00136,topogps_cuepath,c1_034,c2_034,bridge_c1_c2,bridge_c1_c2,1,7,0,1.0096,256,1,42,2000
q00136,topogps_no_cue,c1_034,c2_034,bridge_c1_c2,c1_034,0,192,120,7.236,256,1,42,2000
q00137,nn,c4_015,c0_015,bridge_c0_c4,c4_015,0,0,0,0.0051,256,1,42,2000
q00137,minsim,c4_015,c0_015,bridge_c0_c4,bridge_c0_c4,1,0,0,0.0073,256,1,42,2000
q00137,graph_ppr,c4_015,c0_015,bridge_c0_c4,c0_010,0,0,0,3.3326,256,1,42,2000
q00137,topogps,c4_015,c0_015,bridge_c0_c4,c4_024,0,5,120,7.2321,256,1,42,2000
q00137,topogps_cuepath,c4_015,c0_015,bridge_c0_c4,bridge_c0_c4,1,5,0,1.0323,256,1,42,2000
q00137,topogps_no_cue,c4_015,c0_015,bridge_c0_c4,c4_015,0,290,120,7.866,256,1,42,2000
q00138,nn,c3_090,c1_090,bridge_c1_c3,c3_090,0,0,0,0.0049,256,1,42,2000
q00138,minsim,c3_090,c1_090,bridge_c1_c3,bridge_c1_c3,1,0,0,0.0075,256,1,42,2000
q00138,graph_ppr,c3_090,c1_090,bridge_c1_c3,c1_110,0,0,0,3.3541,256,1,42,2000
q00138,topogps,c3_090,c1_090,bridge_c1_c3,bridge_c1_c3,1,9,120,7.3637,256,1,42,2000
q00138,topogps_cuepath,c3_090,c1_090,bridge_c1_c3,c3_104,0,9,0,1.0752,256,1,42,2000
q00138,topogps_no_cue,c3_090,c1_090,bridge_c1_c3,c3_090,0,186,120,7.3127,256,1,42,2000
q00139,nn,c0_030,c2_030,bridge_c0_c2,c0_030,0,0,0,0.005,256,1,42,2000
q00139,minsim,c0_030,c2_030,bridge_c0_c2,bridge_c0_c2,1,0,0,0.0073,256,1,42,2000
q00139,graph_ppr,c0_030,c2_030,bridge_c0_c2,c2_089,0,0,0,3.3613,256,1,42,2000
q00139,topogps,c0_030,c2_030,bridge_c0_c2,c0_102,0,8,120,7.3942,256,1,42,2000
q00139,topogps_cuepath,c0_030,c2_030,bridge_c0_c2,bridge_c0_c4,0,8,0,1.1039,256,1,42,2000
q00139,topogps_no_cue,c0_030,c2_030,bridge_c0_c2,c0_030,0,216,120,7.4052,256,1,42,2000
q00140,nn,c3_009,c0_009,bridge_c0_c3,c3_009,0,0,0,0.0071,256,1,42,2000
q00140,minsim,c3_009,c0_009,bridge_c0_c3,bridge_c0_c3,1,0,0,0.0076,256,1,42,2000
q00140,graph_ppr,c3_009,c0_009,bridge_c0_c3,c0_010,0,0,0,3.4271,256,1,42,2000
q00140,topogps,c3_009,c0_009,bridge_c0_c3,c3_016,0,6,120,7.228,256,1,42,2000
q00140,topogps_cuepath,c3_009,c0_009,bridge_c0_c3,bridge_c0_c3,1,6,0,0.9433,256,1,42,2000
q00140,topogps_no_cue,c3_009,c0_009,bridge_c0_c3,c3_009,0,175,120,7.3491,256,1,42,2000
q00141,nn,c2_028,c0_028,bridge_c0_c2,c2_028,0,0,0,0.005,256,1,42,2000
q00141,minsim,c2_028,c0_028,bridge_c0_c2,bridge_c0_c2,1,0,0,0.0073,256,1,42,2000
q00141,graph_ppr,c2_028,c0_028,bridge_c0_c2,c2_089,0,0,0,3.3591,256,1,42,2000
q00141,topogps,c2_028,c0_028,bridge_c0_c2,bridge_c0_c2,1,9,120,7.4639,256,1,42,2000
q00141,topogps_cuepath,c2_028,c0_028,bridge_c0_c2,c2_037,0,9,0,1.1865,256,1,42,2000
q00141,topogps_no_cue,c2_028,c0_028,bridge_c0_c2,c2_028,0,293,120,7.7871,256,1,42,2000
q00142,nn,c0_096,c2_096,bridge_c0_c2,c0_096,0,0,0,0.0053,256,1,42,2000
q00142,minsim,c0_096,c2_096,bridge_c0_c2,bridge_c0_c2,1,0,0,0.0074,256,1,42,2000
q00142,graph_ppr,c0_096,c2_096,bridge_c0_c2,c0_010,0,0,0,3.3798,256,1,42,2000
q00142,topogps,c0_096,c2_096,bridge_c0_c2,bridge_c0_c2,1,10,120,7.5929,256,1,42,2000
q00142,topogps_cuepath,c0_096,c2_096,bridge_c0_c2,c0_116,0,10,0,1.2398,256,1,42,2000
q00142,topogps_no_cue,c0_096,c2_096,bridge_c0_c2,c0_096,0,193,120,7.2256,256,1,42,2000
q00143,nn,c0_040,c4_040,bridge_c0_c4,c0_040,0,0,0,0.0048,256,1,42,2000
q00143,minsim,c0_040,c4_040,bridge_c0_c4,bridge_c0_c4,1,0,0,0.0073,256,1,42,2000
q00143,graph_ppr,c0_040,c4_040,bridge_c0_c4,c4_026,0,0,0,3.3533,256,1,42,2000
q00143,topogps,c0_040,c4_040,bridge_c0_c4,c0_101,0,5,120,7.2933,256,1,42,2000
q00143,topogps_cuepath,c0_040,c4_040,bridge_c0_c4,bridge_c0_c4,1,5,0,0.982,256,1,42,2000
q00143,topogps_no_cue,c0_040,c4_040,bridge_c0_c4,c0_040,0,194,120,7.251,256,1,42,2000
q00144,nn,c2_108,c0_108,bridge_c0_c2,c2_108,0,0,0,0.005,256,1,42,2000
q00144,minsim,c2_108,c0_108,bridge_c0_c2,bridge_c0_c2,1,0,0,0.0074,256,1,42,2000
q00144,graph_ppr,c2_108,c0_108,bridge_c0_c2,c2_089,0,0,0,3.4402,256,1,42,2000
q00144,topogps,c2_108,c0_108,bridge_c0_c2,bridge_c0_c2,1,7,120,7.3826,256,1,42,2000
q00144,topogps_cuepath,c2_108,c0_108,bridge_c0_c2,bridge_c2_c4,0,7,0,1.1252,256,1,42,2000
q00144,topogps_no_cue,c2_108,c0_108,bridge_c0_c2,c2_108,0,413,120,8.1306,256,1,42,2000
q00145,nn,c1_036,c2_036,bridge_c1_c2,c1_036,0,0,0,0.0047,256,1,42,2000
q00145,minsim,c1_036,c2_036,bridge_c1_c2,bridge_c1_c2,1,0,0,0.0136,256,1,42,2000
q00145,graph_ppr,c1_036,c2_036,bridge_c1_c2,c2_089,0,0,0,3.3695,256,1,42,2000
q00145,topogps,c1_036,c2_036,bridge_c1_c2,c1_039,0,6,120,7.2741,256,1,42,2000
q00145,topogps_cuepath,c1_036,c2_036,bridge_c1_c2,bridge_c1_c2,1,6,0,1.0449,256,1,42,2000
q00145,topogps_no_cue,c1_036,c2_036,bridge_c1_c2,c1_036,0,255,120,7.6281,256,1,42,2000
q00146,nn,c4_077,c2_077,bridge_c2_c4,c4_077,0,0,0,0.005,256,1,42,2000
q00146,minsim,c4_077,c2_077,bridge_c2_c4,bridge_c2_c4,1,0,0,0.0074,256,1,42,2000
q00146,graph_ppr,c4_077,c2_077,bridge_c2_c4,c2_089,0,0,0,3.3641,256,1,42,2000
q00146,topogps,c4_077,c2_077,bridge_c2_c4,bridge_c2_c4,1,5,120,7.3399,256,1,42,2000
q00146,topogps_cuepath,c4_077,c2_077,bridge_c2_c4,bridge_c2_c4,1,5,0,0.9876,256,1,42,2000
q00146,topogps_no_cue,c4_077,c2_077,bridge_c2_c4,c4_077,0,387,120,8.2646,256,1,42,2000
q00147,nn,c3_010,c2_010,bridge_c2_c3,c3_010,0,0,0,0.0048,256,1,42,2000
q00147,minsim,c3_010,c2_010,bridge_c2_c3,bridge_c2_c3,1,0,0,0.0074,256,1,42,2000
q00147,graph_ppr,c3_010,c2_010,bridge_c2_c3,c3_111,0,0,0,3.3587,256,1,42,2000
q00147,topogps,c3_010,c2_010,bridge_c2_c3,bridge_c2_c3,1,8,120,7.3809,256,1,42,2000
q00147,topogps_cuepath,c3_010,c2_010,bridge_c2_c3,c3_034,0,8,0,1.0835,256,1,42,2000
q00147,topogps_no_cue,c3_010,c2_010,bridge_c2_c3,c3_010,0,205,120,7.387,256,1,42,2000
q00148,nn,c0_028,c4_028,bridge_c0_c4,c0_028,0,0,0,0.0049,256,1,42,2000
q00148,minsim,c0_028,c4_028,bridge_c0_c4,bridge_c0_c4,1,0,0,0.0073,256,1,42,2000
q00148,graph_ppr,c0_028,c4_028,bridge_c0_c4,c4_078,0,0,0,3.4101,256,1,42,2000
q00148,topogps,c0_028,c4_028,bridge_c0_c4,c0_043,0,6,120,7.2513,256,1,42,2000
q00148,topogps_cuepath,c0_028,c4_028,bridge_c0_c4,bridge_c0_c4,1,6,0,0.976,256,1,42,2000
q00148,topogps_no_cue,c0_028,c4_028,bridge_c0_c4,c0_028,0,185,120,7.3367,256,1,42,2000
q00149,nn,c0_039,c4_039,bridge_c0_c4,c0_039,0,0,0,0.0052,256,1,42,2000
q00149,minsim,c0_039,c4_039,bridge_c0_c4,bridge_c0_c4,1,0,0,0.0076,256,1,42,2000
q00149,graph_ppr,c0_039,c4_039,bridge_c0_c4,c4_078,0,0,0,3.3577,256,1,42,2000
q00149,topogps,c0_039,c4_039,bridge_c0_c4,c0_043,0,6,120,7.2361,256,1,42,2000
q00149,topogps_cuepath,c0_039,c4_039,bridge_c0_c4,bridge_c0_c4,1,6,0,0.9614,256,1,42,2000
q00149,topogps_no_cue,c0_039,c4_039,bridge_c0_c4,c0_039,0,277,120,7.6988,256,1,42,2000
q00150,nn,c0_030,c4_030,bridge_c0_c4,c0_030,0,0,0,0.0052,256,1,42,2000
q00150,minsim,c0_030,c4_030,bridge_c0_c4,bridge_c0_c4,1,0,0,0.0076,256,1,42,2000
q00150,graph_ppr,c0_030,c4_030,bridge_c0_c4,c4_078,0,0,0,3.3603,256,1,42,2000
q00150,topogps,c0_030,c4_030,bridge_c0_c4,bridge_c0_c4,1,6,120,7.34,256,1,42,2000
q00150,topogps_cuepath,c0_030,c4_030,bridge_c0_c4,bridge_c0_c4,1,6,0,1.0071,256,1,42,2000
q00150,topogps_no_cue,c0_030,c4_030,bridge_c0_c4,c0_030,0,209,120,7.296,256,1,42,2000
q00151,nn,c1_023,c4_023,bridge_c1_c4,c1_023,0,0,0,0.0048,256,1,42,2000
q00151,minsim,c1_023,c4_023,bridge_c1_c4,bridge_c1_c4,1,0,0,0.0072,256,1,42,2000
q00151,graph_ppr,c1_023,c4_023,bridge_c1_c4,c1_069,0,0,0,3.3701,256,1,42,2000
q00151,topogps,c1_023,c4_023,bridge_c1_c4,bridge_c1_c4,1,7,120,7.2505,256,1,42,2000
q00151,topogps_cuepath,c1_023,c4_023,bridge_c1_c4,bridge_c1_c4,1,7,0,0.9561,256,1,42,2000
q00151,topogps_no_cue,c1_023,c4_023,bridge_c1_c4,c1_023,0,186,120,7.1703,256,1,42,2000
q00152,nn,c4_046,c2_046,bridge_c2_c4,c4_046,0,0,0,0.0049,256,1,42,2000
q00152,minsim,c4_046,c2_046,bridge_c2_c4,bridge_c2_c4,1,0,0,0.0072,256,1,42,2000
