id,task,method,cue_a,cue_b,expected,pred,success,coarse_visited,fine_steps,runtime_ms,candidates,grid,seed,n_queries
q00205,associative,minsim,c2_048,c1_048,bridge_c1_c2_048,c1_098,0,0,0,0.0137,256,1,42,2000
q00205,associative,graph_ppr,c2_048,c1_048,bridge_c1_c2_048,bridge_c1_c2_048,1,0,0,10.3363,256,1,42,2000
q00205,associative,topogps,c2_048,c1_048,bridge_c1_c2_048,bridge_c1_c2_048,1,3,0,0.7652,256,1,42,2000
q00205,associative,topogps_cuepath,c2_048,c1_048,bridge_c1_c2_048,bridge_c1_c2_048,1,3,0,0.5069,256,1,42,2000
q00205,associative,topogps_no_cue,c2_048,c1_048,bridge_c1_c2_048,c2_048,0,2500,120,20.9215,256,1,42,2000
q00206,associative,nn,c0_104,c4_104,bridge_c0_c4_104,c0_104,0,0,0,0.0083,256,1,42,2000
q00206,associative,minsim,c0_104,c4_104,bridge_c0_c4_104,c4_024,0,0,0,0.0136,256,1,42,2000
q00206,associative,graph_ppr,c0_104,c4_104,bridge_c0_c4_104,bridge_c0_c4_104,1,0,0,10.3483,256,1,42,2000
q00206,associative,topogps,c0_104,c4_104,bridge_c0_c4_104,bridge_c0_c4_104,1,3,0,0.8211,256,1,42,2000
q00206,associative,topogps_cuepath,c0_104,c4_104,bridge_c0_c4_104,bridge_c0_c4_104,1,3,0,0.5358,256,1,42,2000
q00206,associative,topogps_no_cue,c0_104,c4_104,bridge_c0_c4_104,c0_104,0,2500,120,21.4867,256,1,42,2000
q00207,associative,nn,c0_053,c2_053,bridge_c0_c2_053,c0_053,0,0,0,0.0081,256,1,42,2000
q00207,associative,minsim,c0_053,c2_053,bridge_c0_c2_053,c0_083,0,0,0,0.0137,256,1,42,2000
q00207,associative,graph_ppr,c0_053,c2_053,bridge_c0_c2_053,bridge_c0_c2_053,1,0,0,10.3084,256,1,42,2000
q00207,associative,topogps,c0_053,c2_053,bridge_c0_c2_053,bridge_c0_c2_053,1,3,1,0.8251,256,1,42,2000
q00207,associative,topogps_cuepath,c0_053,c2_053,bridge_c0_c2_053,bridge_c0_c2_053,1,3,0,0.4929,256,1,42,2000
q00207,associative,topogps_no_cue,c0_053,c2_053,bridge_c0_c2_053,c0_053,0,2500,120,21.1439,256,1,42,2000
q00208,associative,nn,c2_119,c1_119,bridge_c1_c2_119,c2_119,0,0,0,0.0083,256,1,42,2000
q00208,associative,minsim,c2_119,c1_119,bridge_c1_c2_119,c2_056,0,0,0,0.0137,256,1,42,2000
q00208,associative,graph_ppr,c2_119,c1_119,bridge_c1_c2_119,bridge_c1_c2_119,1,0,0,10.2155,256,1,42,2000
q00208,associative,topogps,c2_119,c1_119,bridge_c1_c2_119,bridge_c1_c2_119,1,3,0,0.7609,256,1,42,2000
q00208,associative,topogps_cuepath,c2_119,c1_119,bridge_c1_c2_119,bridge_c1_c2_119,1,3,0,0.5005,256,1,42,2000
q00208,associative,topogps_no_cue,c2_119,c1_119,bridge_c1_c2_119,bridge_c2_c4_066,0,2500,120,21.8543,256,1,42,2000
q00209,associative,nn,c2_043,c4_043,bridge_c2_c4_043,c2_043,0,0,0,0.0083,256,1,42,2000
q00209,associative,minsim,c2_043,c4_043,bridge_c2_c4_043,c4_093,0,0,0,0.0128,256,1,42,2000
q00209,associative,graph_ppr,c2_043,c4_043,bridge_c2_c4_043,bridge_c2_c4_043,1,0,0,10.7838,256,1,42,2000
q00209,associative,topogps,c2_043,c4_043,bridge_c2_c4_043,bridge_c2_c4_043,1,3,1,0.8606,256,1,42,2000
q00209,associative,topogps_cuepath,c2_043,c4_043,bridge_c2_c4_043,bridge_c2_c4_043,1,3,0,0.6262,256,1,42,2000
q00209,associative,topogps_no_cue,c2_043,c4_043,bridge_c2_c4_043,c2_043,0,2500,120,21.7292,256,1,42,2000
q00210,associative,nn,c1_100,c4_100,bridge_c1_c4_100,c1_100,0,0,0,0.0079,256,1,42,2000
q00210,associative,minsim,c1_100,c4_100,bridge_c1_c4_100,c1_083,0,0,0,0.0135,256,1,42,2000
q00210,associative,graph_ppr,c1_100,c4_100,bridge_c1_c4_100,bridge_c1_c4_100,1,0,0,10.2961,256,1,42,2000
q00210,associative,topogps,c1_100,c4_100,bridge_c1_c4_100,bridge_c1_c4_100,1,3,1,0.8298,256,1,42,2000
q00210,associative,topogps_cuepath,c1_100,c4_100,bridge_c1_c4_100,bridge_c1_c4_100,1,3,0,0.4916,256,1,42,2000
q00210,associative,topogps_no_cue,c1_100,c4_100,bridge_c1_c4_100,bridge_c1_c3_092,0,2500,120,21.2492,256,1,42,2000
q00211,associative,nn,c1_040,c2_040,bridge_c1_c2_040,c1_040,0,0,0,0.0081,256,1,42,2000
q00211,associative,minsim,c1_040,c2_040,bridge_c1_c2_040,c1_083,0,0,0,0.0136,256,1,42,2000
q00211,associative,graph_ppr,c1_040,c2_040,bridge_c1_c2_040,bridge_c1_c2_040,1,0,0,10.3022,256,1,42,2000
q00211,associative,topogps,c1_040,c2_040,bridge_c1_c2_040,bridge_c1_c2_040,1,3,1,0.8409,256,1,42,2000
q00211,associative,topogps_cuepath,c1_040,c2_040,bridge_c1_c2_040,bridge_c1_c2_040,1,3,0,0.5114,256,1,42,2000
q00211,associative,topogps_no_cue,c1_040,c2_040,bridge_c1_c2_040,bridge_c1_c2_113,0,2500,120,21.5205,256,1,42,2000
q00212,associative,nn,c0_018,c2_018,bridge_c0_c2_018,c0_018,0,0,0,0.008,256,1,42,2000
q00212,associative,minsim,c0_018,c2_018,bridge_c0_c2_018,c4_026,0,0,0,0.0135,256,1,42,2000
q00212,associative,graph_ppr,c0_018,c2_018,bridge_c0_c2_018,bridge_c0_c2_018,1,0,0,10.3497,256,1,42,2000
q00212,associative,topogps,c0_018,c2_018,bridge_c0_c2_018,bridge_c0_c2_018,1,3,1,0.8505,256,1,42,2000
q00212,associative,topogps_cuepath,c0_018,c2_018,bridge_c0_c2_018,bridge_c0_c2_018,1,3,0,0.5028,256,1,42,2000
q00212,associative,topogps_no_cue,c0_018,c2_018,bridge_c0_c2_018,c0_018,0,2500,120,21.1403,256,1,42,2000
q00213,associative,nn,c0_003,c3_003,bridge_c0_c3_003,c0_003,0,0,0,0.0082,256,1,42,2000
q00213,associative,minsim,c0_003,c3_003,bridge_c0_c3_003,c0_031,0,0,0,0.0136,256,1,42,2000
q00213,associative,graph_ppr,c0_003,c3_003,bridge_c0_c3_003,bridge_c0_c3_003,1,0,0,10.3958,256,1,42,2000
q00213,associative,topogps,c0_003,c3_003,bridge_c0_c3_003,bridge_c0_c3_003,1,3,1,0.8466,256,1,42,2000
q00213,associative,topogps_cuepath,c0_003,c3_003,bridge_c0_c3_003,bridge_c0_c3_003,1,3,0,0.5022,256,1,42,2000
q00213,associative,topogps_no_cue,c0_003,c3_003,bridge_c0_c3_003,c0_003,0,2500,120,21.387,256,1,42,2000
q00214,associative,nn,c4_118,c1_118,bridge_c1_c4_118,c4_118,0,0,0,0.0081,256,1,42,2000
q00214,associative,minsim,c4_118,c1_118,bridge_c1_c4_118,c2_028,0,0,0,0.0135,256,1,42,2000
q00214,associative,graph_ppr,c4_118,c1_118,bridge_c1_c4_118,bridge_c1_c4_118,1,0,0,10.2928,256,1,42,2000
q00214,associative,topogps,c4_118,c1_118,bridge_c1_c4_118,bridge_c1_c4_118,1,3,0,0.7678,256,1,42,2000
q00214,associative,topogps_cuepath,c4_118,c1_118,bridge_c1_c4_118,bridge_c1_c4_118,1,3,0,0.4867,256,1,42,2000
q00214,associative,topogps_no_cue,c4_118,c1_118,bridge_c1_c4_118,c4_118,0,2397,120,21.8939,256,1,42,2000
q00215,associative,nn,c1_022,c3_022,bridge_c1_c3_022,c1_022,0,0,0,0.0082,256,1,42,2000
q00215,associative,minsim,c1_022,c3_022,bridge_c1_c3_022,c4_001,0,0,0,0.0132,256,1,42,2000
q00215,associative,graph_ppr,c1_022,c3_022,bridge_c1_c3_022,bridge_c1_c3_022,1,0,0,10.535,256,1,42,2000
q00215,associative,topogps,c1_022,c3_022,bridge_c1_c3_022,bridge_c1_c3_022,1,3,0,0.8418,256,1,42,2000
q00215,associative,topogps_cuepath,c1_022,c3_022,bridge_c1_c3_022,bridge_c1_c3_022,1,3,0,0.5172,256,1,42,2000
q00215,associative,topogps_no_cue,c1_022,c3_022,bridge_c1_c3_022,c1_022,0,2500,120,23.1803,256,1,42,2000
q00216,associative,nn,c2_023,c1_023,bridge_c1_c2_023,c2_023,0,0,0,0.0084,256,1,42,2000
q00216,associative,minsim,c2_023,c1_023,bridge_c1_c2_023,c1_097,0,0,0,0.0134,256,1,42,2000
q00216,associative,graph_ppr,c2_023,c1_023,bridge_c1_c2_023,bridge_c1_c2_023,1,0,0,10.4243,256,1,42,2000
q00216,associative,topogps,c2_023,c1_023,bridge_c1_c2_023,bridge_c1_c2_023,1,3,0,1.1374,256,1,42,2000
q00216,associative,topogps_cuepath,c2_023,c1_023,bridge_c1_c2_023,bridge_c1_c2_023,1,3,0,0.5303,256,1,42,2000
q00216,associative,topogps_no_cue,c2_023,c1_023,bridge_c1_c2_023,bridge_c2_c3_081,0,2500,120,21.4975,256,1,42,2000
q00217,associative,nn,c1_052,c0_052,bridge_c0_c1_052,c1_052,0,0,0,0.0081,256,1,42,2000
q00217,associative,minsim,c1_052,c0_052,bridge_c0_c1_052,c4_085,0,0,0,0.013,256,1,42,2000
q00217,associative,graph_ppr,c1_052,c0_052,bridge_c0_c1_052,bridge_c0_c1_052,1,0,0,10.233,256,1,42,2000
q00217,associative,topogps,c1_052,c0_052,bridge_c0_c1_052,bridge_c0_c1_052,1,3,0,0.7758,256,1,42,2000
q00217,associative,topogps_cuepath,c1_052,c0_052,bridge_c0_c1_052,bridge_c0_c1_052,1,3,0,0.4946,256,1,42,2000
q00217,associative,topogps_no_cue,c1_052,c0_052,bridge_c0_c1_052,bridge_c1_c2_038,0,2500,120,21.5865,256,1,42,2000
q00218,associative,nn,c4_102,c1_102,bridge_c1_c4_102,c4_102,0,0,0,0.0081,256,1,42,2000
q00218,associative,minsim,c4_102,c1_102,bridge_c1_c4_102,c2_094,0,0,0,0.0129,256,1,42,2000
q00218,associative,graph_ppr,c4_102,c1_102,bridge_c1_c4_102,bridge_c1_c2_113,0,0,0,10.5764,256,1,42,2000
q00218,associative,topogps,c4_102,c1_102,bridge_c1_c4_102,bridge_c1_c4_102,1,3,0,0.818,256,1,42,2000
q00218,associative,topogps_cuepath,c4_102,c1_102,bridge_c1_c4_102,bridge_c1_c4_102,1,3,0,0.5372,256,1,42,2000
q00218,associative,topogps_no_cue,c4_102,c1_102,bridge_c1_c4_102,c4_102,0,2376,120,20.9136,256,1,42,2000
q00219,associative,nn,c0_095,c4_095,bridge_c0_c4_095,c0_095,0,0,0,0.0082,256,1,42,2000
q00219,associative,minsim,c0_095,c4_095,bridge_c0_c4_095,c4_024,0,0,0,0.013,256,1,42,2000
q00219,associative,graph_ppr,c0_095,c4_095,bridge_c0_c4_095,bridge_c0_c4_095,1,0,0,10.3876,256,1,42,2000
q00219,associative,topogps,c0_095,c4_095,bridge_c0_c4_095,bridge_c0_c4_095,1,3,1,0.8868,256,1,42,2000
q00219,associative,topogps_cuepath,c0_095,c4_095,bridge_c0_c4_095,bridge_c0_c4_095,1,3,0,0.537,256,1,42,2000
q00219,associative,topogps_no_cue,c0_095,c4_095,bridge_c0_c4_095,bridge_c0_c1_075,0,2500,120,21.5025,256,1,42,2000
q00220,associative,nn,c0_054,c3_054,bridge_c0_c3_054,c0_054,0,0,0,0.0082,256,1,42,2000
q00220,associative,minsim,c0_054,c3_054,bridge_c0_c3_054,c2_027,0,0,0,0.013,256,1,42,2000
q00220,associative,graph_ppr,c0_054,c3_054,bridge_c0_c3_054,bridge_c0_c3_054,1,0,0,10.3024,256,1,42,2000
q00220,associative,topogps,c0_054,c3_054,bridge_c0_c3_054,bridge_c0_c3_054,1,3,0,0.808,256,1,42,2000
q00220,associative,topogps_cuepath,c0_054,c3_054,bridge_c0_c3_054,bridge_c0_c3_054,1,3,0,0.516,256,1,42,2000
q00220,associative,topogps_no_cue,c0_054,c3_054,bridge_c0_c3_054,bridge_c0_c1_091,0,2500,120,21.3763,256,1,42,2000
q00221,associative,nn,c2_113,c4_113,bridge_c2_c4_113,c2_113,0,0,0,0.0082,256,1,42,2000
q00221,associative,minsim,c2_113,c4_113,bridge_c2_c4_113,c2_109,0,0,0,0.0129,256,1,42,2000
q00221,associative,graph_ppr,c2_113,c4_113,bridge_c2_c4_113,bridge_c2_c4_113,1,0,0,10.3699,256,1,42,2000
q00221,associative,topogps,c2_113,c4_113,bridge_c2_c4_113,bridge_c2_c4_113,1,3,1,0.8929,256,1,42,2000
q00221,associative,topogps_cuepath,c2_113,c4_113,bridge_c2_c4_113,bridge_c2_c4_113,1,3,0,0.5583,256,1,42,2000
q00221,associative,topogps_no_cue,c2_113,c4_113,bridge_c2_c4_113,bridge_c2_c4_067,0,2500,120,21.3224,256,1,42,2000
q00222,associative,nn,c1_115,c2_115,bridge_c1_c2_115,c1_115,0,0,0,0.008,256,1,42,2000
q00222,associative,minsim,c1_115,c2_115,bridge_c1_c2_115,c1_097,0,0,0,0.0129,256,1,42,2000
q00222,associative,graph_ppr,c1_115,c2_115,bridge_c1_c2_115,bridge_c1_c2_115,1,0,0,10.3282,256,1,42,2000
q00222,associative,topogps,c1_115,c2_115,bridge_c1_c2_115,bridge_c1_c2_115,1,3,1,0.8326,256,1,42,2000
q00222,associative,topogps_cuepath,c1_115,c2_115,bridge_c1_c2_115,bridge_c1_c2_115,1,3,0,0.5063,256,1,42,2000
q00222,associative,topogps_no_cue,c1_115,c2_115,bridge_c1_c2_115,c1_115,0,2500,120,21.1621,256,1,42,2000
q00223,associative,nn,c3_065,c2_065,bridge_c2_c3_065,c3_065,0,0,0,0.0083,256,1,42,2000
q00223,associative,minsim,c3_065,c2_065,bridge_c2_c3_065,c3_034,0,0,0,0.0129,256,1,42,2000
q00223,associative,graph_ppr,c3_065,c2_065,bridge_c2_c3_065,bridge_c2_c3_065,1,0,0,10.3069,256,1,42,2000
q00223,associative,topogps,c3_065,c2_065,bridge_c2_c3_065,bridge_c2_c3_065,1,3,0,0.7883,256,1,42,2000
q00223,associative,topogps_cuepath,c3_065,c2_065,bridge_c2_c3_065,bridge_c2_c3_065,1,3,0,0.5121,256,1,42,2000
q00223,associative,topogps_no_cue,c3_065,c2_065,bridge_c2_c3_065,c3_065,0,2404,120,20.3252,256,1,42,2000
q00224,associative,nn,c1_082,c0_082,bridge_c0_c1_082,c1_082,0,0,0,0.0083,256,1,42,2000
q00224,associative,minsim,c1_082,c0_082,bridge_c0_c1_082,c4_040,0,0,0,0.0131,256,1,42,2000
q00224,associative,graph_ppr,c1_082,c0_082,bridge_c0_c1_082,bridge_c0_c1_082,1,0,0,10.3987,256,1,42,2000
q00224,associative,topogps,c1_082,c0_082,bridge_c0_c1_082,bridge_c0_c1_082,1,3,0,0.7649,256,1,42,2000
q00224,associative,topogps_cuepath,c1_082,c0_082,bridge_c0_c1_082,bridge_c0_c1_082,1,3,0,0.4848,256,1,42,2000
q00224,associative,topogps_no_cue,c1_082,c0_082,bridge_c0_c1_082,bridge_c1_c3_092,0,2500,120,21.2367,256,1,42,2000
q00225,associative,nn,c1_091,c0_091,bridge_c0_c1_091,c1_091,0,0,0,0.0081,256,1,42,2000
q00225,associative,minsim,c1_091,c0_091,bridge_c0_c1_091,c2_007,0,0,0,0.0127,256,1,42,2000
q00225,associative,graph_ppr,c1_091,c0_091,bridge_c0_c1_091,bridge_c0_c1_091,1,0,0,10.1814,256,1,42,2000
q00225,associative,topogps,c1_091,c0_091,bridge_c0_c1_091,bridge_c0_c1_091,1,3,0,0.7582,256,1,42,2000
q00225,associative,topogps_cuepath,c1_091,c0_091,bridge_c0_c1_091,bridge_c0_c1_091,1,3,0,0.5319,256,1,42,2000
q00225,associative,topogps_no_cue,c1_091,c0_091,bridge_c0_c1_091,c1_091,0,2500,120,21.4138,256,1,42,2000
q00226,associative,nn,c1_056,c4_056,bridge_c1_c4_056,c1_056,0,0,0,0.0082,256,1,42,2000
q00226,associative,minsim,c1_056,c4_056,bridge_c1_c4_056,c4_116,0,0,0,0.0131,256,1,42,2000
q00226,associative,graph_ppr,c1_056,c4_056,bridge_c1_c4_056,bridge_c1_c4_056,1,0,0,10.2475,256,1,42,2000
q00226,associative,topogps,c1_056,c4_056,bridge_c1_c4_056,bridge_c1_c4_056,1,3,1,0.8571,256,1,42,2000
q00226,associative,topogps_cuepath,c1_056,c4_056,bridge_c1_c4_056,bridge_c1_c4_056,1,3,0,0.521,256,1,42,2000
q00226,associative,topogps_no_cue,c1_056,c4_056,bridge_c1_c4_056,c1_056,0,2500,120,21.2971,256,1,42,2000
q00227,associative,nn,c4_053,c2_053,bridge_c2_c4_053,c4_053,0,0,0,0.0083,256,1,42,2000
q00227,associative,minsim,c4_053,c2_053,bridge_c2_c4_053,c2_108,0,0,0,0.013,256,1,42,2000
q00227,associative,graph_ppr,c4_053,c2_053,bridge_c2_c4_053,bridge_c2_c4_053,1,0,0,10.2285,256,1,42,2000
q00227,associative,topogps,c4_053,c2_053,bridge_c2_c4_053,bridge_c2_c4_053,1,3,1,0.8769,256,1,42,2000
q00227,associative,topogps_cuepath,c4_053,c2_053,bridge_c2_c4_053,bridge_c2_c4_053,1,3,0,0.5409,256,1,42,2000
q00227,associative,topogps_no_cue,c4_053,c2_053,bridge_c2_c4_053,c4_053,0,2458,120,21.1585,256,1,42,2000
q00228,associative,nn,c4_029,c0_029,bridge_c0_c4_029,c4_029,0,0,0,0.0085,256,1,42,2000
q00228,associative,minsim,c4_029,c0_029,bridge_c0_c4_029,c4_024,0,0,0,0.0131,256,1,42,2000
q00228,associative,graph_ppr,c4_029,c0_029,bridge_c0_c4_029,bridge_c0_c4_029,1,0,0,10.2437,256,1,42,2000
q00228,associative,topogps,c4_029,c0_029,bridge_c0_c4_029,bridge_c0_c4_029,1,3,0,0.8234,256,1,42,2000
q00228,associative,topogps_cuepath,c4_029,c0_029,bridge_c0_c4_029,bridge_c0_c4_029,1,3,0,0.5517,256,1,42,2000
q00228,associative,topogps_no_cue,c4_029,c0_029,bridge_c0_c4_029,c4_029,0,2418,120,20.9543,256,1,42,2000
q00229,associative,nn,c4_094,c2_094,bridge_c2_c4_094,c4_094,0,0,0,0.0083,256,1,42,2000
q00229,associative,minsim,c4_094,c2_094,bridge_c2_c4_094,c4_012,0,0,0,0.0128,256,1,42,2000
q00229,associative,graph_ppr,c4_094,c2_094,bridge_c2_c4_094,bridge_c2_c4_094,1,0,0,10.1904,256,1,42,2000
q00229,associative,topogps,c4_094,c2_094,bridge_c2_c4_094,bridge_c2_c4_094,1,3,0,0.8133,256,1,42,2000
q00229,associative,topogps_cuepath,c4_094,c2_094,bridge_c2_c4_094,bridge_c2_c4_094,1,3,0,0.5249,256,1,42,2000
q00229,associative,topogps_no_cue,c4_094,c2_094,bridge_c2_c4_094,c4_094,0,2421,120,20.7142,256,1,42,2000
q00230,associative,nn,c3_060,c4_060,bridge_c3_c4_060,c3_060,0,0,0,0.008,256,1,42,2000
q00230,associative,minsim,c3_060,c4_060,bridge_c3_c4_060,c2_109,0,0,0,0.0124,256,1,42,2000
q00230,associative,graph_ppr,c3_060,c4_060,bridge_c3_c4_060,bridge_c3_c4_060,1,0,0,10.2937,256,1,42,2000
q00230,associative,topogps,c3_060,c4_060,bridge_c3_c4_060,bridge_c3_c4_060,1,3,1,0.8654,256,1,42,2000
q00230,associative,topogps_cuepath,c3_060,c4_060,bridge_c3_c4_060,bridge_c3_c4_060,1,3,0,0.5201,256,1,42,2000
q00230,associative,topogps_no_cue,c3_060,c4_060,bridge_c3_c4_060,bridge_c3_c4_095,0,2500,120,21.0472,256,1,42,2000
q00231,associative,nn,c0_066,c3_066,bridge_c0_c3_066,c0_066,0,0,0,0.0082,256,1,42,2000
q00231,associative,minsim,c0_066,c3_066,bridge_c0_c3_066,c2_032,0,0,0,0.0129,256,1,42,2000
q00231,associative,graph_ppr,c0_066,c3_066,bridge_c0_c3_066,bridge_c0_c3_066,1,0,0,10.296,256,1,42,2000
q00231,associative,topogps,c0_066,c3_066,bridge_c0_c3_066,bridge_c0_c3_066,1,3,1,0.8436,256,1,42,2000
q00231,associative,topogps_cuepath,c0_066,c3_066,bridge_c0_c3_066,bridge_c0_c3_066,1,3,0,0.5019,256,1,42,2000
q00231,associative,topogps_no_cue,c0_066,c3_066,bridge_c0_c3_066,bridge_c0_c3_032,0,2500,120,21.6234,256,1,42,2000
q00232,associative,nn,c0_080,c2_080,bridge_c0_c2_080,c0_080,0,0,0,0.0082,256,1,42,2000
q00232,associative,minsim,c0_080,c2_080,bridge_c0_c2_080,c2_098,0,0,0,0.013,256,1,42,2000
q00232,associative,graph_ppr,c0_080,c2_080,bridge_c0_c2_080,bridge_c0_c2_080,1,0,0,10.2232,256,1,42,2000
q00232,associative,topogps,c0_080,c2_080,bridge_c0_c2_080,bridge_c0_c2_080,1,3,1,0.8279,256,1,42,2000
q00232,associative,topogps_cuepath,c0_080,c2_080,bridge_c0_c2_080,bridge_c0_c2_080,1,3,0,0.4897,256,1,42,2000
q00232,associative,topogps_no_cue,c0_080,c2_080,bridge_c0_c2_080,bridge_c0_c3_002,0,2500,120,21.5024,256,1,42,2000
q00233,associative,nn,c4_060,c0_060,bridge_c0_c4_060,c4_060,0,0,0,0.008,256,1,42,2000
q00233,associative,minsim,c4_060,c0_060,bridge_c0_c4_060,c4_024,0,0,0,0.0127,256,1,42,2000
q00233,associative,graph_ppr,c4_060,c0_060,bridge_c0_c4_060,bridge_c0_c4_060,1,0,0,10.2145,256,1,42,2000
q00233,associative,topogps,c4_060,c0_060,bridge_c0_c4_060,bridge_c0_c4_060,1,3,0,0.8118,256,1,42,2000
q00233,associative,topogps_cuepath,c4_060,c0_060,bridge_c0_c4_060,bridge_c0_c4_060,1,3,0,0.5494,256,1,42,2000
q00233,associative,topogps_no_cue,c4_060,c0_060,bridge_c0_c4_060,c4_060,0,2387,120,21.0041,256,1,42,2000
q00234,associative,nn,c2_067,c3_067,bridge_c2_c3_067,c2_067,0,0,0,0.0085,256,1,42,2000
q00234,associative,minsim,c2_067,c3_067,bridge_c2_c3_067,c3_034,0,0,0,0.0131,256,1,42,2000
q00234,associative,graph_ppr,c2_067,c3_067,bridge_c2_c3_067,bridge_c2_c3_067,1,0,0,10.3138,256,1,42,2000
q00234,associative,topogps,c2_067,c3_067,bridge_c2_c3_067,bridge_c2_c3_067,1,3,1,0.8431,256,1,42,2000
q00234,associative,topogps_cuepath,c2_067,c3_067,bridge_c2_c3_067,bridge_c2_c3_067,1,3,0,0.5091,256,1,42,2000
q00234,associative,topogps_no_cue,c2_067,c3_067,bridge_c2_c3_067,c2_067,0,2500,120,21.2341,256,1,42,2000
q00235,associative,nn,c1_088,c3_088,bridge_c1_c3_088,c1_088,0,0,0,0.0084,256,1,42,2000
q00235,associative,minsim,c1_088,c3_088,bridge_c1_c3_088,c2_100,0,0,0,0.0132,256,1,42,2000
q00235,associative,graph_ppr,c1_088,c3_088,bridge_c1_c3_088,bridge_c1_c3_088,1,0,0,10.2586,256,1,42,2000
q00235,associative,topogps,c1_088,c3_088,bridge_c1_c3_088,bridge_c1_c3_088,1,3,1,0.9394,256,1,42,2000
q00235,associative,topogps_cuepath,c1_088,c3_088,bridge_c1_c3_088,bridge_c1_c3_088,1,3,0,0.5272,256,1,42,2000
q00235,associative,topogps_no_cue,c1_088,c3_088,bridge_c1_c3_088,c1_088,0,2500,120,21.351,256,1,42,2000
q00236,associative,nn,c3_064,c4_064,bridge_c3_c4_064,c3_064,0,0,0,0.0081,256,1,42,2000
q00236,associative,minsim,c3_064,c4_064,bridge_c3_c4_064,c4_002,0,0,0,0.0127,256,1,42,2000
q00236,associative,graph_ppr,c3_064,c4_064,bridge_c3_c4_064,bridge_c3_c4_064,1,0,0,10.3118,256,1,42,2000
q00236,associative,topogps,c3_064,c4_064,bridge_c3_c4_064,bridge_c3_c4_064,1,3,1,0.8841,256,1,42,2000
q00236,associative,topogps_cuepath,c3_064,c4_064,bridge_c3_c4_064,bridge_c3_c4_064,1,3,0,0.5285,256,1,42,2000
q00236,associative,topogps_no_cue,c3_064,c4_064,bridge_c3_c4_064,bridge_c3_c4_018,0,2500,120,21.0963,256,1,42,2000
q00237,associative,nn,c4_049,c2_049,bridge_c2_c4_049,c4_049,0,0,0,0.0084,256,1,42,2000
q00237,associative,minsim,c4_049,c2_049,bridge_c2_c4_049,c2_108,0,0,0,0.0131,256,1,42,2000
q00237,associative,graph_ppr,c4_049,c2_049,bridge_c2_c4_049,bridge_c2_c4_049,1,0,0,10.1945,256,1,42,2000
q00237,associative,topogps,c4_049,c2_049,bridge_c2_c4_049,bridge_c2_c4_049,1,3,1,0.8741,256,1,42,2000
q00237,associative,topogps_cuepath,c4_049,c2_049,bridge_c2_c4_049,bridge_c2_c4_049,1,3,0,0.5374,256,1,42,2000
q00237,associative,topogps_no_cue,c4_049,c2_049,bridge_c2_c4_049,c4_049,0,2452,120,20.8832,256,1,42,2000
q00238,associative,nn,c3_040,c0_040,bridge_c0_c3_040,c3_040,0,0,0,0.0082,256,1,42,2000
q00238,associative,minsim,c3_040,c0_040,bridge_c0_c3_040,c4_106,0,0,0,0.0127,256,1,42,2000
q00238,associative,graph_ppr,c3_040,c0_040,bridge_c0_c3_040,bridge_c0_c3_040,1,0,0,10.3682,256,1,42,2000
q00238,associative,topogps,c3_040,c0_040,bridge_c0_c3_040,bridge_c0_c3_040,1,3,0,0.7928,256,1,42,2000
q00238,associative,topogps_cuepath,c3_040,c0_040,bridge_c0_c3_040,bridge_c0_c3_040,1,3,0,0.5088,256,1,42,2000
q00238,associative,topogps_no_cue,c3_040,c0_040,bridge_c0_c3_040,c3_040,0,2463,120,20.6445,256,1,42,2000
q00239,associative,nn,c0_016,c4_016,bridge_c0_c4_016,c0_016,0,0,0,0.0082,256,1,42,2000
q00239,associative,minsim,c0_016,c4_016,bridge_c0_c4_016,c4_024,0,0,0,0.0132,256,1,42,2000
q00239,associative,graph_ppr,c0_016,c4_016,bridge_c0_c4_016,bridge_c0_c4_016,1,0,0,10.2506,256,1,42,2000
q00239,associative,topogps,c0_016,c4_016,bridge_c0_c4_016,bridge_c0_c4_016,1,3,0,0.8179,256,1,42,2000
q00239,associative,topogps_cuepath,c0_016,c4_016,bridge_c0_c4_016,bridge_c0_c4_016,1,3,0,0.5168,256,1,42,2000
q00239,associative,topogps_no_cue,c0_016,c4_016,bridge_c0_c4_016,bridge_c0_c3_032,0,2500,120,21.6729,256,1,42,2000
q00240,associative,nn,c1_006,c0_006,bridge_c0_c1_006,c1_006,0,0,0,0.0084,256,1,42,2000
q00240,associative,minsim,c1_006,c0_006,bridge_c0_c1_006,c4_085,0,0,0,0.0165,256,1,42,2000
q00240,associative,graph_ppr,c1_006,c0_006,bridge_c0_c1_006,bridge_c0_c1_006,1,0,0,10.7922,256,1,42,2000
q00240,associative,topogps,c1_006,c0_006,bridge_c0_c1_006,bridge_c0_c1_006,1,3,0,0.7622,256,1,42,2000
q00240,associative,topogps_cuepath,c1_006,c0_006,bridge_c0_c1_006,bridge_c0_c1_006,1,3,0,0.4878,256,1,42,2000
q00240,associative,topogps_no_cue,c1_006,c0_006,bridge_c0_c1_006,bridge_c1_c2_012,0,2500,120,21.4274,256,1,42,2000
q00241,associative,nn,c0_054,c2_054,bridge_c0_c2_054,c0_054,0,0,0,0.0084,256,1,42,2000
q00241,associative,minsim,c0_054,c2_054,bridge_c0_c2_054,c0_060,0,0,0,0.0161,256,1,42,2000
